FAWN Station,Period,2m T avg (F),2m T min (F),2m T max (F),Tsoil avg-10cm  (F),Tsoil min(avg)-10cm  (F),Tsoil max(avg)-10cm  (F),2m DewPt avg (F),RelHum avg 2m  (pct),2m Rain tot (in),2m Rain max over 15min (in),SolRad avg2m  (w/m^2),10m Wind avg (mph),10m Wind min (mph),10m Wind max (mph),WDir avg10m  (deg),BP avg (mb),N (# obs),2m WetBulb (F),Year,Month,Day,DayOfWeek,Quarter,WeekOfYear,Season,Temp_Range,Soil_Temp_Range,Temp_Category,Apparent_Temp,Wind_Range,Wind_Category,Wind_Chill,Rain_Category,Has_Rain,Rain_Intensity,Humidity_Comfort,Dewpoint_Comfort,Solar_Category,Comfort_Index,Weather_Severity,Station_Avg_Temp,Station_Avg_Rain,Temp_Deviation_From_Station,Temp_Humidity_Interaction,Wind_Rain_Interaction
Monticello,2024-05-04,73.55,67.32,86.09,77.93,75.58,82.31,69.09,87,1.12,0.69,201.81,2.44,0.0,25.84,169,1012,96,70.46,2024,5,4,5,2,18,Spring,18.77000000000001,6.730000000000004,Warm,74.569205,25.84,Calm,73.55,Very Heavy,1,2.76,Very Humid,Uncomfortable,Moderate,85.60342361630096,2.5151,67.43046532846715,0.1774178832116788,6.119534671532847,6398.849999999999,2.7328
Monticello,2024-05-05,74.54,65.25,87.12,77.64,73.56,82.8,68.81,84,0.01,0.01,250.96,1.87,0.0,11.7,171,1012,96,70.57,2024,5,5,6,2,18,Spring,21.870000000000005,9.239999999999995,Warm,75.798488,11.7,Calm,74.54,Light,1,0.04,Very Humid,Uncomfortable,Moderate,85.480238277485,0.3218000000000003,67.43046532846715,0.1774178832116788,7.109534671532856,6261.360000000001,0.0187
Monticello,2024-05-06,75.91,69.12,86.58,79.04,75.97,83.23,71.08,86,0.0,0.0,210.53,1.83,0.02,13.69,167,1011,96,72.5,2024,5,6,0,2,19,Spring,17.459999999999994,7.260000000000005,Warm,77.58725799999999,13.67,Calm,75.91,No Rain,0,0.0,Very Humid,Oppressive,Moderate,83.1699151702293,0.3686999999999998,67.43046532846715,0.1774178832116788,8.479534671532846,6528.259999999999,0.0
Monticello,2024-05-07,76.71,67.21,87.19,79.72,75.88,84.24,69.95,81,0.0,0.0,271.11,2.36,0.0,14.67,171,1008,96,71.97,2024,5,7,1,2,19,Spring,19.980000000000004,8.36,Warm,78.50358299999999,14.67,Calm,76.71,No Rain,0,0.0,Very Humid,Uncomfortable,Moderate,87.60305879808325,0.42989999999999967,67.43046532846715,0.1774178832116788,9.279534671532844,6213.509999999999,0.0
Monticello,2024-05-08,76.65,66.85,86.92,80.26,76.01,85.21,70.49,83,0.0,0.0,287.93,2.56,0.0,16.75,179,1007,96,72.32,2024,5,8,2,2,19,Spring,20.070000000000007,9.199999999999989,Warm,78.47143500000001,16.75,Calm,76.65,No Rain,0,0.0,Very Humid,Oppressive,Moderate,86.82227957861004,0.4349000000000003,67.43046532846715,0.1774178832116788,9.219534671532855,6361.950000000001,0.0
Monticello,2024-05-09,76.03,69.49,88.02,80.38,77.5,83.91,71.27,86,0.0,0.0,200.26,2.84,0.0,26.22,164,1007,96,72.66,2024,5,9,3,2,19,Spring,18.53,6.409999999999997,Warm,77.741314,26.22,Calm,76.03,No Rain,0,0.0,Very Humid,Oppressive,Moderate,85.91418623995487,0.4151,67.43046532846715,0.1774178832116788,8.599534671532851,6538.58,0.0
Monticello,2024-05-10,72.52,67.48,81.54,77.57,74.82,79.63,69.51,91,1.29,0.67,118.87,2.29,0.02,26.53,207,1006,96,70.43,2024,5,10,4,2,19,Spring,14.060000000000002,4.810000000000002,Warm,73.27675599999999,26.51,Calm,72.52,Very Heavy,1,2.68,Very Humid,Uncomfortable,Low,83.05560212168963,2.7976,67.43046532846715,0.1774178832116788,5.089534671532846,6599.32,2.9541
Monticello,2024-05-11,72.16,62.08,82.0,77.86,73.65,82.51,62.72,75,0.0,0.0,324.13,2.19,0.0,15.28,298,1007,96,65.95,2024,5,11,5,2,19,Spring,19.92,8.86,Warm,72.6946,15.28,Calm,72.16,No Rain,0,0.0,Humid,Sticky,Moderate,87.22104317372307,0.19559999999999983,67.43046532846715,0.1774178832116788,4.729534671532846,5412.0,0.0
Monticello,2024-05-12,68.29,58.3,81.59,76.73,73.62,80.49,60.88,80,0.0,0.0,193.84,1.2,0.0,8.86,210,1010,96,63.53,2024,5,12,6,2,19,Spring,23.290000000000006,6.86999999999999,Mild,67.83856,8.86,Calm,68.29,No Rain,0,0.0,Humid,Sticky,Low,88.22361404119943,0.13349999999999967,67.43046532846715,0.1774178832116788,0.859534671532856,5463.200000000001,0.0
Monticello,2024-05-13,68.47,64.65,73.6,74.85,72.75,77.92,66.21,93,2.86,0.47,32.36,2.08,0.0,17.29,119,1008,96,66.95,2024,5,13,0,2,20,Spring,8.949999999999989,5.170000000000002,Mild,68.000443,17.29,Calm,68.47,Very Heavy,1,1.88,Very Humid,Uncomfortable,Low,81.85101112459851,5.8797,67.43046532846715,0.1774178832116788,1.0395346715328486,6367.71,5.9488
Monticello,2024-05-14,74.57,69.26,85.48,75.38,72.32,80.19,70.05,87,1.43,0.9,204.41,2.47,0.0,14.83,170,1005,96,71.41,2024,5,14,1,2,20,Spring,16.22,7.8700000000000045,Warm,75.88204699999999,14.83,Calm,74.57,Very Heavy,1,3.6,Very Humid,Oppressive,Moderate,85.0734507913485,3.1872999999999996,67.43046532846715,0.1774178832116788,7.139534671532843,6487.589999999999,3.5321000000000002
Monticello,2024-05-15,76.91,70.7,87.12,78.12,74.64,82.15,70.82,83,0.0,0.0,244.87,2.66,0.0,17.45,172,1005,96,72.61,2024,5,15,2,2,20,Spring,16.42,7.510000000000005,Warm,78.802649,17.45,Calm,76.91,No Rain,0,0.0,Very Humid,Oppressive,Moderate,86.94472176138333,0.4518999999999998,67.43046532846715,0.1774178832116788,9.479534671532846,6383.53,0.0
Monticello,2024-05-16,76.35,66.4,88.36,79.26,74.77,84.29,67.84,77,0.0,0.0,318.57,2.18,0.0,13.65,282,1006,96,70.48,2024,5,16,3,2,20,Spring,21.959999999999994,9.52000000000001,Warm,77.963535,13.65,Calm,76.35,No Rain,0,0.0,Humid,Uncomfortable,Moderate,86.04705158027846,0.4046999999999997,67.43046532846715,0.1774178832116788,8.919534671532844,5878.95,0.0
Monticello,2024-05-17,75.51,69.55,85.87,79.81,76.86,83.25,70.64,86,0.49,0.1,177.59,2.08,0.0,15.68,173,1007,96,72.08,2024,5,17,4,2,20,Spring,16.320000000000007,6.390000000000001,Warm,77.073738,15.68,Calm,75.51,Moderate,1,0.4,Very Humid,Oppressive,Low,84.10769870972481,1.3387000000000002,67.43046532846715,0.1774178832116788,8.079534671532855,6493.860000000001,1.0192
Monticello,2024-05-18,72.75,69.15,79.27,77.98,76.95,80.17,71.16,95,1.21,0.29,67.42,2.66,0.0,21.52,180,1009,96,71.63,2024,5,18,5,2,20,Spring,10.11999999999999,3.219999999999999,Warm,73.612125,21.52,Calm,72.75,Very Heavy,1,1.16,Very Humid,Oppressive,Low,81.19982700949537,2.6639,67.43046532846715,0.1774178832116788,5.31953467153285,6911.25,3.2186
Monticello,2024-05-19,75.54,67.69,85.55,78.49,74.73,83.08,68.89,82,0.0,0.0,284.92,2.64,0.0,14.63,327,1008,96,70.92,2024,5,19,6,2,20,Spring,17.86,8.349999999999994,Warm,77.039124,14.63,Calm,75.54,No Rain,0,0.0,Very Humid,Uncomfortable,Moderate,88.40043498091966,0.3826000000000003,67.43046532846715,0.1774178832116788,8.109534671532856,6194.280000000001,0.0
Monticello,2024-05-20,71.94,64.92,81.41,78.25,75.99,81.23,66.74,85,0.0,0.0,177.44,2.18,0.0,11.61,15,1009,96,68.41,2024,5,20,0,2,21,Spring,16.489999999999995,5.240000000000009,Warm,72.48416999999999,11.61,Calm,71.94,No Rain,0,0.0,Very Humid,Uncomfortable,Low,87.22155716134759,0.1841999999999999,67.43046532846715,0.1774178832116788,4.5095346715328475,6114.9,0.0
Monticello,2024-05-21,72.51,61.38,85.03,78.01,73.9,82.44,65.14,80,0.0,0.0,262.17,1.65,0.0,11.12,103,1010,96,67.56,2024,5,21,1,2,21,Spring,23.65,8.539999999999992,Warm,73.17264,11.12,Calm,72.51,No Rain,0,0.0,Humid,Uncomfortable,Moderate,88.83717666461195,0.19150000000000025,67.43046532846715,0.1774178832116788,5.079534671532855,5800.8,0.0
Monticello,2024-05-22,74.62,64.18,88.47,79.44,75.29,84.7,68.42,83,0.0,0.0,252.49,1.46,0.0,9.64,182,1011,96,70.34,2024,5,22,2,2,21,Spring,24.289999999999992,9.409999999999997,Warm,75.885418,9.64,Calm,74.62,No Rain,0,0.0,Very Humid,Uncomfortable,Moderate,84.97608908379266,0.2894000000000002,67.43046532846715,0.1774178832116788,7.189534671532854,6193.46,0.0
Monticello,2024-05-23,76.73,67.32,88.68,81.03,76.84,86.16,69.29,79,0.0,0.0,278.9,1.85,0.02,10.13,186,1011,96,71.54,2024,5,23,3,2,21,Spring,21.360000000000014,9.319999999999993,Warm,78.48451100000001,10.110000000000001,Calm,76.73,No Rain,0,0.0,Humid,Uncomfortable,Moderate,86.27280436374069,0.4105000000000002,67.43046532846715,0.1774178832116788,9.299534671532854,6061.67,0.0
Monticello,2024-05-24,77.06,68.45,87.82,81.69,77.77,86.16,70.63,82,0.0,0.0,269.92,1.9,0.0,14.2,180,1009,96,72.52,2024,5,24,4,2,21,Spring,19.36999999999999,8.39,Warm,78.970436,14.2,Calm,77.06,No Rain,0,0.0,Very Humid,Oppressive,Moderate,85.42245871759302,0.4290000000000001,67.43046532846715,0.1774178832116788,9.629534671532852,6318.92,0.0
Monticello,2024-05-25,78.24,70.14,88.83,81.75,78.35,85.37,73.1,85,0.0,0.0,218.86,1.73,0.0,10.87,236,1009,96,74.55,2024,5,25,5,2,21,Spring,18.689999999999998,7.02000000000001,Warm,80.55131999999999,10.87,Calm,78.24,No Rain,0,0.0,Very Humid,Oppressive,Moderate,82.17662898006759,0.48119999999999974,67.43046532846715,0.1774178832116788,10.809534671532845,6650.4,0.0
Monticello,2024-05-26,79.76,71.33,90.34,83.0,79.09,87.85,72.92,81,0.0,0.0,297.34,2.05,0.0,13.8,180,1009,96,74.84,2024,5,26,6,2,21,Spring,19.010000000000005,8.759999999999991,Warm,82.368848,13.8,Calm,79.76,No Rain,0,0.0,Very Humid,Oppressive,Moderate,84.90372547304781,0.5700000000000003,67.43046532846715,0.1774178832116788,12.329534671532855,6460.56,0.0
Monticello,2024-05-27,79.95,71.08,89.85,82.87,79.34,86.65,74.5,84,0.0,0.0,238.1,2.3,0.0,17.47,174,1009,96,75.99,2024,5,27,0,2,22,Spring,18.769999999999996,7.310000000000002,Warm,82.70814,17.47,Calm,79.95,No Rain,0,0.0,Very Humid,Oppressive,Moderate,83.42468030116514,0.5895000000000001,67.43046532846715,0.1774178832116788,12.519534671532853,6715.8,0.0
Monticello,2024-05-28,78.4,68.49,90.73,83.59,79.25,88.38,71.05,80,0.24,0.17,303.16,2.09,0.0,17.45,297,1011,96,73.19,2024,5,28,1,2,22,Spring,22.24000000000001,9.129999999999995,Warm,80.61760000000001,17.45,Calm,78.4,Moderate,1,0.68,Humid,Oppressive,Moderate,86.52073733563296,0.9836000000000003,67.43046532846715,0.1774178832116788,10.969534671532855,6272.0,0.5015999999999999
Monticello,2024-05-29,76.43,64.51,88.84,82.71,78.6,86.86,64.91,71,0.0,0.0,289.73,1.86,0.02,11.83,273,1013,96,68.66,2024,5,29,2,2,22,Spring,24.33,8.260000000000005,Warm,77.93654900000001,11.81,Calm,76.43,No Rain,0,0.0,Humid,Sticky,Moderate,80.98280748324439,0.39590000000000036,67.43046532846715,0.1774178832116788,8.999534671532857,5426.530000000001,0.0
Monticello,2024-05-30,75.14,63.0,89.11,81.98,77.99,86.58,63.29,70,0.0,0.0,290.77,1.58,0.0,14.27,253,1013,96,67.27,2024,5,30,3,2,22,Spring,26.11,8.590000000000003,Warm,76.32734,14.27,Calm,75.14,No Rain,0,0.0,Humid,Sticky,Moderate,80.2907722822616,0.32020000000000004,67.43046532846715,0.1774178832116788,7.70953467153285,5259.8,0.0
Monticello,2024-05-31,78.84,65.86,91.27,83.05,78.64,88.09,65.02,66,0.0,0.0,309.53,1.84,0.0,12.35,137,1014,96,69.48,2024,5,31,4,2,22,Spring,25.409999999999997,9.450000000000003,Warm,80.76535200000001,12.35,Calm,78.84,No Rain,0,0.0,Humid,Uncomfortable,Moderate,76.04070802796537,0.5156000000000002,67.43046532846715,0.1774178832116788,11.409534671532853,5203.4400000000005,0.0
Monticello,2024-06-01,74.57,67.17,83.88,81.19,78.82,83.66,65.17,73,0.0,0.0,141.16,1.5,0.0,13.09,138,1015,96,68.24,2024,6,1,5,2,22,Summer,16.709999999999994,4.840000000000003,Warm,75.67091299999998,13.09,Calm,74.57,No Rain,0,0.0,Humid,Uncomfortable,Low,82.47248286377905,0.28849999999999965,67.43046532846715,0.1774178832116788,7.139534671532843,5443.61,0.0
Monticello,2024-06-02,74.9,69.01,85.39,80.84,78.28,83.84,68.86,82,0.0,0.0,174.42,2.38,0.0,16.98,167,1013,96,70.71,2024,6,2,6,2,22,Summer,16.379999999999995,5.560000000000002,Warm,76.22594000000001,16.98,Calm,74.9,No Rain,0,0.0,Very Humid,Uncomfortable,Low,88.06042777144981,0.3402000000000003,67.43046532846715,0.1774178832116788,7.469534671532855,6141.8,0.0
Monticello,2024-06-03,76.44,66.83,90.37,81.68,77.59,86.05,70.33,83,0.0,0.0,251.45,1.6,0.0,15.41,168,1010,96,72.15,2024,6,3,0,2,23,Summer,23.540000000000006,8.459999999999994,Warm,78.20391599999999,15.41,Calm,76.44,No Rain,0,0.0,Very Humid,Oppressive,Moderate,84.27158119852226,0.3859999999999999,67.43046532846715,0.1774178832116788,9.009534671532847,6344.5199999999995,0.0
Monticello,2024-06-04,78.59,69.62,89.53,83.05,78.91,88.21,71.01,80,0.0,0.0,281.61,1.98,0.0,13.35,175,1009,96,73.22,2024,6,4,1,2,23,Summer,19.909999999999997,9.299999999999997,Warm,80.85776,13.35,Calm,78.59,No Rain,0,0.0,Humid,Oppressive,Moderate,86.09969020382077,0.5087000000000002,67.43046532846715,0.1774178832116788,11.159534671532853,6287.200000000001,0.0
Monticello,2024-06-05,79.14,70.18,90.57,83.02,77.63,87.42,72.88,83,0.06,0.06,224.45,2.12,0.02,12.3,178,1008,96,74.65,2024,6,5,2,2,23,Summer,20.389999999999986,9.790000000000006,Warm,81.643446,12.280000000000001,Calm,79.14,Light,1,0.24,Very Humid,Oppressive,Moderate,84.09732621056821,0.6618,67.43046532846715,0.1774178832116788,11.70953467153285,6568.62,0.1272
Monticello,2024-06-06,78.88,70.39,90.57,83.17,79.34,87.71,73.16,84,0.09,0.02,218.98,1.58,0.0,12.15,194,1006,96,74.77,2024,6,6,3,2,23,Summer,20.179999999999993,8.36999999999999,Warm,81.34153599999999,12.15,Calm,78.88,Light,1,0.08,Very Humid,Oppressive,Moderate,82.06061484975461,0.6871999999999998,67.43046532846715,0.1774178832116788,11.449534671532845,6625.92,0.1422
Monticello,2024-06-07,81.38,72.09,93.43,84.3,79.25,90.34,74.48,82,0.0,0.0,300.32,1.88,0.0,13.89,258,1006,96,76.36,2024,6,7,4,2,23,Summer,21.340000000000003,11.090000000000003,Warm,84.45942799999999,13.89,Calm,81.38,No Rain,0,0.0,Very Humid,Oppressive,Moderate,82.76778306488383,0.6441999999999997,67.43046532846715,0.1774178832116788,13.949534671532845,6673.16,0.0
Monticello,2024-06-08,80.54,68.29,92.89,85.38,80.13,91.2,67.55,69,0.0,0.0,324.73,1.73,0.0,13.42,258,1008,96,71.55,2024,6,8,5,2,23,Summer,24.599999999999994,11.070000000000007,Warm,82.939958,13.42,Calm,80.54,No Rain,0,0.0,Humid,Uncomfortable,Moderate,76.77313344240682,0.5962000000000004,67.43046532846715,0.1774178832116788,13.109534671532856,5557.26,0.0
Monticello,2024-06-09,80.16,66.09,94.33,85.4,79.77,91.71,68.72,72,0.0,0.0,316.83,1.74,0.02,11.16,252,1007,96,72.17,2024,6,9,6,2,23,Summer,28.239999999999995,11.939999999999998,Warm,82.574016,11.14,Calm,80.16,No Rain,0,0.0,Humid,Uncomfortable,Moderate,79.09151230807048,0.5775999999999998,67.43046532846715,0.1774178832116788,12.729534671532846,5771.5199999999995,0.0
Monticello,2024-06-10,81.31,70.68,93.88,86.36,81.48,92.26,72.4,76,0.0,0.0,283.72,1.94,0.0,13.31,198,1005,96,74.92,2024,6,10,0,2,24,Summer,23.19999999999999,10.780000000000001,Warm,84.14654800000001,13.31,Calm,81.31,No Rain,0,0.0,Humid,Oppressive,Moderate,81.70657087580713,0.6431000000000001,67.43046532846715,0.1774178832116788,13.879534671532852,6179.56,0.0
Monticello,2024-06-11,81.4,72.45,93.31,86.75,82.42,92.23,70.68,73,0.0,0.0,280.65,2.04,0.0,11.23,330,1006,96,73.8,2024,6,11,1,2,24,Summer,20.86,9.810000000000002,Warm,84.14626000000001,11.23,Calm,81.4,No Rain,0,0.0,Humid,Oppressive,Moderate,79.86939895934256,0.6516000000000003,67.43046532846715,0.1774178832116788,13.969534671532855,5942.200000000001,0.0
Monticello,2024-06-12,80.13,68.9,93.49,86.36,81.93,91.42,72.3,78,0.0,0.0,233.74,1.67,0.0,12.84,356,1008,96,74.52,2024,6,12,2,2,24,Summer,24.58999999999999,9.489999999999995,Warm,82.737462,12.84,Calm,80.13,No Rain,0,0.0,Humid,Oppressive,Moderate,83.03813143529227,0.5732999999999997,67.43046532846715,0.1774178832116788,12.699534671532845,6250.139999999999,0.0
Monticello,2024-06-13,82.12,72.59,94.66,87.37,82.74,93.07,70.25,71,0.0,0.0,300.92,2.37,0.0,17.81,18,1008,96,73.72,2024,6,13,3,2,24,Summer,22.069999999999993,10.329999999999998,Warm,84.959716,17.81,Calm,82.12,No Rain,0,0.0,Humid,Oppressive,Moderate,78.98188818462461,0.7008000000000002,67.43046532846715,0.1774178832116788,14.689534671532854,5830.52,0.0
Monticello,2024-06-14,81.09,69.82,94.44,87.3,82.15,92.93,69.02,70,0.0,0.0,302.76,2.5,0.0,16.17,360,1008,96,72.63,2024,6,14,4,2,24,Summer,24.620000000000005,10.780000000000001,Warm,83.65179,16.17,Calm,81.09,No Rain,0,0.0,Humid,Uncomfortable,Moderate,79.2767540611506,0.6545000000000002,67.43046532846715,0.1774178832116788,13.659534671532853,5676.3,0.0
Monticello,2024-06-15,83.28,69.42,98.11,88.02,82.31,94.55,70.42,70,0.0,0.0,307.5,1.72,0.0,11.41,139,1010,96,74.16,2024,6,15,5,2,24,Summer,28.689999999999998,12.239999999999995,Warm,86.34768,11.41,Calm,83.28,No Rain,0,0.0,Humid,Oppressive,Moderate,75.78416393814017,0.7328,67.43046532846715,0.1774178832116788,15.849534671532851,5829.6,0.0
Monticello,2024-06-16,79.58,72.77,94.82,87.21,84.04,91.11,74.82,87,0.95,0.28,205.1,1.9,0.0,20.92,164,1012,96,76.12,2024,6,16,6,2,24,Summer,22.049999999999997,7.069999999999993,Warm,82.330418,20.92,Calm,79.58,Heavy,1,1.12,Very Humid,Oppressive,Moderate,80.46995500478427,2.455,67.43046532846715,0.1774178832116788,12.149534671532848,6923.46,1.805
Monticello,2024-06-17,81.19,72.5,93.65,85.39,81.48,90.37,71.75,76,0.01,0.01,266.72,2.21,0.0,16.08,117,1013,96,74.45,2024,6,17,0,2,25,Summer,21.150000000000006,8.89,Warm,83.99645199999999,16.08,Calm,81.19,Light,1,0.04,Humid,Oppressive,Moderate,82.53167846821522,0.6678999999999999,67.43046532846715,0.1774178832116788,13.759534671532847,6170.44,0.0221
Monticello,2024-06-18,80.9,72.19,91.29,84.51,80.76,88.52,69.76,71,0.0,0.0,246.31,2.54,0.02,15.12,101,1012,96,73.06,2024,6,18,1,2,25,Summer,19.10000000000001,7.759999999999991,Warm,83.45387000000001,15.1,Calm,80.9,No Rain,0,0.0,Humid,Uncomfortable,Moderate,80.18989606030921,0.6466000000000003,67.43046532846715,0.1774178832116788,13.469534671532855,5743.900000000001,0.0
Monticello,2024-06-19,81.69,75.69,91.29,84.33,81.9,87.21,69.74,68,0.0,0.0,196.46,2.85,0.02,20.62,101,1014,96,73.27,2024,6,19,2,2,25,Summer,15.600000000000009,5.309999999999988,Warm,84.313236,20.6,Calm,81.69,No Rain,0,0.0,Humid,Uncomfortable,Low,78.51720660889276,0.6984999999999999,67.43046532846715,0.1774178832116788,14.259534671532847,5554.92,0.0
Monticello,2024-06-20,81.31,71.82,91.99,84.41,80.89,89.06,69.99,70,0.0,0.0,251.75,2.5,0.0,19.6,65,1016,96,73.32,2024,6,20,3,2,25,Summer,20.17,8.170000000000002,Warm,83.92261,19.6,Calm,81.31,No Rain,0,0.0,Humid,Uncomfortable,Moderate,79.14440246289945,0.6655000000000001,67.43046532846715,0.1774178832116788,13.879534671532852,5691.7,0.0
Monticello,2024-06-21,79.23,66.31,93.15,84.66,79.97,89.62,68.94,73,0.0,0.0,306.74,2.28,0.0,14.43,0,1015,96,72.05,2024,6,21,4,2,25,Summer,26.840000000000003,9.650000000000006,Warm,81.453507,14.43,Calm,79.23,No Rain,0,0.0,Humid,Uncomfortable,Moderate,81.84412549578798,0.5527000000000002,67.43046532846715,0.1774178832116788,11.799534671532854,5783.79,0.0
Monticello,2024-06-22,82.77,69.98,96.08,86.58,81.63,92.46,72.43,74,0.0,0.0,321.95,1.81,0.0,11.03,284,1012,96,75.33,2024,6,22,5,2,25,Summer,26.099999999999994,10.829999999999998,Warm,85.88843399999999,11.03,Calm,82.77,No Rain,0,0.0,Humid,Oppressive,Moderate,79.09113199572198,0.7108999999999999,67.43046532846715,0.1774178832116788,15.339534671532846,6124.98,0.0
Monticello,2024-06-23,83.73,74.8,97.0,88.03,83.68,92.79,74.52,76,0.0,0.0,289.03,2.16,0.0,14.41,168,1010,96,77.01,2024,6,23,6,2,25,Summer,22.200000000000003,9.11,Warm,87.173484,14.41,Calm,83.73,No Rain,0,0.0,Humid,Oppressive,Moderate,80.86419025259879,0.7729000000000003,67.43046532846715,0.1774178832116788,16.299534671532854,6363.4800000000005,0.0
Monticello,2024-06-24,82.51,75.83,94.17,87.72,84.27,91.56,75.88,82,0.0,0.0,216.97,1.85,0.0,12.5,189,1009,96,77.63,2024,6,24,0,2,26,Summer,18.340000000000003,7.290000000000006,Warm,85.895206,12.5,Calm,82.51,No Rain,0,0.0,Very Humid,Oppressive,Moderate,82.00431981601828,0.6995000000000002,67.43046532846715,0.1774178832116788,15.079534671532855,6765.820000000001,0.0
Monticello,2024-06-25,84.06,74.52,97.2,87.99,83.26,93.56,75.8,79,0.0,0.0,297.57,2.23,0.0,14.58,190,1009,96,77.98,2024,6,25,1,2,26,Summer,22.680000000000007,10.299999999999997,Warm,87.725442,14.58,Calm,84.06,No Rain,0,0.0,Humid,Oppressive,Moderate,82.92274903960308,0.7922,67.43046532846715,0.1774178832116788,16.629534671532852,6640.74,0.0
Monticello,2024-06-26,81.49,77.68,92.79,87.65,85.42,90.28,76.66,86,0.0,0.0,150.59,1.91,0.02,17.18,178,1008,96,77.92,2024,6,26,2,2,26,Summer,15.11,4.859999999999999,Warm,84.750862,17.16,Calm,81.49,No Rain,0,0.0,Very Humid,Oppressive,Low,80.03608352642458,0.6508999999999998,67.43046532846715,0.1774178832116788,14.059534671532845,7008.139999999999,0.0
Monticello,2024-06-27,81.39,76.3,89.33,86.02,83.08,89.04,75.84,84,0.0,0.0,179.62,2.1,0.0,12.95,179,1006,96,77.31,2024,6,27,3,2,26,Summer,13.030000000000001,5.960000000000008,Warm,84.547308,12.95,Calm,81.39,No Rain,0,0.0,Very Humid,Oppressive,Low,82.00066351483564,0.6535,67.43046532846715,0.1774178832116788,13.95953467153285,6836.76,0.0
Monticello,2024-06-28,79.72,74.28,91.63,85.48,82.99,88.11,75.7,88,0.39,0.22,186.33,2.06,0.0,17.09,175,1009,96,76.78,2024,6,28,4,2,26,Summer,17.349999999999994,5.1200000000000045,Warm,82.542688,17.09,Calm,79.72,Moderate,1,0.88,Very Humid,Oppressive,Low,80.14460833027748,1.3483999999999998,67.43046532846715,0.1774178832116788,12.289534671532849,7015.36,0.8034
Monticello,2024-06-29,82.02,74.7,95.56,86.43,81.91,92.03,76.01,84,0.11,0.03,254.6,2.14,0.0,14.61,182,1014,96,77.59,2024,6,29,5,2,26,Summer,20.86,10.120000000000005,Warm,85.35194399999999,14.61,Calm,82.02,Moderate,1,0.12,Very Humid,Oppressive,Moderate,81.73319974848995,0.9065999999999997,67.43046532846715,0.1774178832116788,14.589534671532846,6889.679999999999,0.23540000000000003
Monticello,2024-06-30,79.28,72.3,92.16,86.32,82.35,91.4,75.99,90,0.4,0.22,214.5,1.84,0.0,14.9,220,1014,96,76.87,2024,6,30,6,2,26,Summer,19.86,9.050000000000011,Warm,82.03616,14.9,Calm,79.28,Moderate,1,0.88,Very Humid,Oppressive,Moderate,78.42123404336182,1.3376000000000001,67.43046532846715,0.1774178832116788,11.849534671532851,7135.2,0.7360000000000001
Monticello,2024-07-01,81.17,76.62,91.42,86.78,83.98,90.23,78.01,91,0.05,0.05,179.42,2.01,0.0,15.43,163,1010,96,78.82,2024,7,1,0,3,27,Summer,14.799999999999997,6.25,Warm,84.524351,15.43,Calm,81.17,Light,1,0.2,Very Humid,Oppressive,Low,77.0709763353825,0.7389000000000001,67.43046532846715,0.1774178832116788,13.739534671532851,7386.47,0.10049999999999999
Monticello,2024-07-02,79.89,76.59,90.88,86.0,83.86,88.7,77.62,93,0.38,0.16,146.17,1.94,0.0,13.78,115,1012,96,78.21,2024,7,2,1,3,27,Summer,14.289999999999992,4.840000000000003,Warm,82.925241,13.78,Calm,79.89,Moderate,1,0.64,Very Humid,Oppressive,Low,76.27123107648545,1.3321,67.43046532846715,0.1774178832116788,12.45953467153285,7429.77,0.7372
Monticello,2024-07-03,81.14,75.74,90.63,86.16,82.8,90.1,77.59,90,0.0,0.0,206.48,1.84,0.0,10.22,99,1013,96,78.5,2024,7,3,2,3,27,Summer,14.89,7.299999999999997,Warm,84.44858,10.22,Calm,81.14,No Rain,0,0.0,Very Humid,Oppressive,Moderate,77.3022614399658,0.6306,67.43046532846715,0.1774178832116788,13.70953467153285,7302.6,0.0
Monticello,2024-07-04,83.58,74.64,95.04,87.7,83.43,92.61,77.09,82,0.0,0.0,285.13,1.78,0.0,11.3,174,1011,96,78.76,2024,7,4,3,3,27,Summer,20.400000000000006,9.179999999999993,Warm,87.25474799999999,11.3,Calm,83.58,No Rain,0,0.0,Very Humid,Oppressive,Moderate,81.1654093743932,0.7502,67.43046532846715,0.1774178832116788,16.149534671532848,6853.5599999999995,0.0
Monticello,2024-07-05,84.97,75.94,96.48,89.24,84.97,93.9,77.0,79,0.0,0.0,296.0,1.9,0.0,10.71,179,1009,96,79.05,2024,7,5,4,3,27,Summer,20.540000000000006,8.930000000000007,Warm,88.872679,10.71,Calm,84.97,No Rain,0,0.0,Humid,Oppressive,Moderate,81.45506426505112,0.8244999999999999,67.43046532846715,0.1774178832116788,17.53953467153285,6712.63,0.0
Monticello,2024-07-06,83.93,76.91,93.33,89.08,85.8,92.34,77.3,82,0.0,0.0,219.09,1.53,0.0,10.33,180,1009,96,79.0,2024,7,6,5,3,27,Summer,16.42,6.540000000000006,Warm,87.699458,10.33,Calm,83.93,No Rain,0,0.0,Very Humid,Oppressive,Moderate,80.25770574359113,0.7577000000000004,67.43046532846715,0.1774178832116788,16.499534671532857,6882.26,0.0
